,name,trial,ifJudgeChase,selectWolf,selectSheep,hideId,trainCondition,lineCondition,rf
773,yeyangsha1203,53,0,,,1,1,masterDistractor,1
774,yeyangsha1203,54,0,,,3,1,wolfDistractor,1
775,yeyangsha1203,55,0,,,1,1,masterDistractor,1
776,yeyangsha1203,56,1,1.0,2.0,1,1,masterWolf,1
777,yeyangsha1203,57,1,0.0,1.0,3,1,masterWolf,0
778,yeyangsha1203,58,0,,,1,1,masterDistractor,0
779,yeyangsha1203,59,0,,,1,1,wolfDistractor,0
780,yeyangsha1203,60,0,,,3,1,masterWolf,1
781,yeyangsha1203,61,1,3.0,2.0,1,1,masterDistractor,1
782,yeyangsha1203,62,1,0.0,1.0,1,1,wolfDistractor,0
783,yeyangsha1203,63,1,0.0,1.0,1,1,wolfDistractor,1
784,yeyangsha1203,64,1,1.0,3.0,1,1,wolfDistractor,1
785,yeyangsha1203,65,0,,,1,1,wolfDistractor,0
786,yeyangsha1203,66,0,,,1,1,masterWolf,0
787,yeyangsha1203,67,1,0.0,1.0,3,1,wolfDistractor,0
788,yeyangsha1203,68,1,0.0,1.0,3,1,masterWolf,0
789,yeyangsha1203,69,0,,,3,1,masterDistractor,0
790,yeyangsha1203,70,1,2.0,3.0,3,1,wolfDistractor,1
791,yeyangsha1203,71,0,,,1,1,masterWolf,1
792,yeyangsha1203,72,0,,,1,1,masterWolf,1
793,yeyangsha1203,73,1,0.0,1.0,3,1,masterWolf,0
794,yeyangsha1203,74,1,0.0,1.0,3,1,masterWolf,0
795,yeyangsha1203,75,1,0.0,1.0,3,1,masterWolf,1
796,yeyangsha1203,76,0,,,3,1,masterDistractor,1
797,yeyangsha1203,77,0,,,1,1,wolfDistractor,0
798,yeyangsha1203,78,1,0.0,1.0,3,1,masterWolf,0
799,yeyangsha1203,79,0,,,1,1,masterDistractor,1
800,yeyangsha1203,80,1,0.0,2.0,3,1,wolfDistractor,0
801,yeyangsha1203,81,1,0.0,2.0,3,1,masterDistractor,0
802,yeyangsha1203,82,0,,,3,1,wolfDistractor,1
803,yeyangsha1203,83,0,,,1,1,masterWolf,0
804,yeyangsha1203,84,0,,,1,1,wolfDistractor,1
805,yeyangsha1203,85,0,,,3,1,wolfDistractor,1
806,yeyangsha1203,86,1,0.0,1.0,1,1,masterDistractor,0
807,yeyangsha1203,87,0,,,1,1,masterWolf,0
808,yeyangsha1203,88,0,,,1,1,masterWolf,0
809,yeyangsha1203,89,1,0.0,1.0,3,1,masterWolf,1
810,yeyangsha1203,90,1,0.0,1.0,1,1,masterWolf,1
811,yeyangsha1203,91,1,0.0,2.0,3,1,masterDistractor,0
812,yeyangsha1203,92,1,0.0,1.0,3,1,masterWolf,0
813,yeyangsha1203,93,1,0.0,2.0,1,1,wolfDistractor,0
814,yeyangsha1203,94,0,,,1,1,masterDistractor,0
815,yeyangsha1203,95,0,,,1,1,masterWolf,1
816,yeyangsha1203,96,0,,,1,1,masterDistractor,1
817,yeyangsha1203,97,0,,,1,1,masterDistractor,1
818,yeyangsha1203,98,0,,,1,1,wolfDistractor,0
819,yeyangsha1203,99,1,0.0,2.0,1,1,masterWolf,0
820,yeyangsha1203,100,0,,,1,1,masterDistractor,0
821,yeyangsha1203,101,1,0.0,1.0,3,1,masterWolf,1
822,yeyangsha1203,102,1,1.0,2.0,1,1,masterDistractor,1
823,yeyangsha1203,103,1,0.0,1.0,3,1,masterWolf,0
824,yeyangsha1203,104,1,0.0,1.0,3,1,masterWolf,0
825,yeyangsha1203,105,1,0.0,1.0,3,1,masterWolf,1
826,yeyangsha1203,106,0,,,1,1,masterDistractor,0
827,yeyangsha1203,107,0,,,1,1,masterDistractor,0
828,yeyangsha1203,108,0,,,3,1,wolfDistractor,0
829,yeyangsha1203,109,1,0.0,2.0,1,1,wolfDistractor,0
830,yeyangsha1203,110,0,,,3,1,masterDistractor,1
831,yeyangsha1203,111,1,1.0,3.0,1,1,masterWolf,1
832,yeyangsha1203,112,0,,,3,1,masterWolf,1
833,yeyangsha1203,113,0,,,1,1,wolfDistractor,1
834,yeyangsha1203,114,0,,,1,1,masterWolf,0
835,yeyangsha1203,115,0,,,3,1,masterDistractor,1
836,yeyangsha1203,116,1,0.0,1.0,3,1,masterWolf,1
837,yeyangsha1203,117,0,,,3,1,masterDistractor,0
838,yeyangsha1203,118,0,,,1,1,masterWolf,0
839,yeyangsha1203,119,0,,,3,1,masterWolf,1
840,zhuxing0824,0,1,0.0,2.0,1,1,masterWolf,1
841,zhuxing0824,1,0,,,1,1,masterDistractor,0
842,zhuxing0824,2,1,0.0,1.0,3,1,masterWolf,0
843,zhuxing0824,3,1,1.0,0.0,1,1,wolfDistractor,0
844,zhuxing0824,4,1,0.0,2.0,3,1,masterDistractor,1
845,zhuxing0824,5,0,,,1,1,masterDistractor,1
846,zhuxing0824,6,0,,,1,1,masterWolf,0
847,zhuxing0824,7,0,,,3,1,masterWolf,1
848,zhuxing0824,8,1,3.0,2.0,1,1,wolfDistractor,1
849,zhuxing0824,9,0,,,3,1,masterWolf,1
850,zhuxing0824,10,1,2.0,3.0,3,1,masterWolf,1
851,zhuxing0824,11,1,0.0,2.0,3,1,wolfDistractor,0
852,zhuxing0824,12,1,0.0,1.0,1,1,masterDistractor,0
853,zhuxing0824,13,0,,,1,1,masterWolf,1
854,zhuxing0824,14,0,,,1,1,masterWolf,1
855,zhuxing0824,15,1,3.0,2.0,1,1,masterDistractor,1
856,zhuxing0824,16,1,1.0,3.0,3,1,masterDistractor,0
857,zhuxing0824,17,0,,,3,1,masterWolf,1
858,zhuxing0824,18,1,3.0,1.0,1,1,wolfDistractor,1
859,zhuxing0824,19,1,1.0,0.0,1,1,wolfDistractor,0
860,zhuxing0824,20,0,,,3,1,masterWolf,1
861,zhuxing0824,21,1,2.0,0.0,3,1,masterDistractor,0
862,zhuxing0824,22,0,,,3,1,masterDistractor,1
863,zhuxing0824,23,1,1.0,2.0,1,1,masterWolf,1
864,zhuxing0824,24,0,,,3,1,wolfDistractor,1
865,zhuxing0824,25,0,,,1,1,masterWolf,0
866,zhuxing0824,26,1,1.0,3.0,1,1,wolfDistractor,1
867,zhuxing0824,27,0,,,3,1,masterDistractor,1
868,zhuxing0824,28,1,0.0,1.0,3,1,masterWolf,0
869,zhuxing0824,29,0,,,3,1,wolfDistractor,0
870,zhuxing0824,30,0,,,1,1,wolfDistractor,1
871,zhuxing0824,31,0,,,1,1,masterDistractor,0
872,zhuxing0824,32,0,,,3,1,wolfDistractor,1
873,zhuxing0824,33,0,,,1,1,wolfDistractor,0
874,zhuxing0824,34,1,2.0,0.0,3,1,masterDistractor,0
875,zhuxing0824,35,0,,,3,1,wolfDistractor,1
876,zhuxing0824,36,1,2.0,1.0,1,1,masterWolf,0
877,zhuxing0824,37,1,1.0,3.0,3,1,wolfDistractor,1
878,zhuxing0824,38,1,0.0,1.0,1,1,masterDistractor,0
879,zhuxing0824,39,0,,,3,1,masterWolf,1
880,zhuxing0824,40,0,,,3,1,masterDistractor,1
881,zhuxing0824,41,0,,,1,1,masterDistractor,1
882,zhuxing0824,42,1,0.0,2.0,3,1,masterDistractor,0
883,zhuxing0824,43,1,1.0,3.0,1,1,masterWolf,0
884,zhuxing0824,44,0,,,1,1,wolfDistractor,0
885,zhuxing0824,45,1,1.0,3.0,1,1,masterWolf,0
886,zhuxing0824,46,0,,,1,1,wolfDistractor,1
887,zhuxing0824,47,0,,,3,1,masterWolf,0
888,zhuxing0824,48,1,0.0,1.0,3,1,wolfDistractor,0
889,zhuxing0824,49,0,,,3,1,wolfDistractor,0
890,zhuxing0824,50,1,1.0,2.0,1,1,masterDistractor,1
891,zhuxing0824,51,1,0.0,1.0,3,1,wolfDistractor,0
892,zhuxing0824,52,1,3.0,1.0,3,1,masterDistractor,1
893,zhuxing0824,53,0,,,1,1,masterDistractor,0
894,zhuxing0824,54,0,,,3,1,wolfDistractor,1
895,zhuxing0824,55,1,1.0,3.0,1,1,masterWolf,1
896,zhuxing0824,56,0,,,3,1,wolfDistractor,0
897,zhuxing0824,57,0,,,1,1,wolfDistractor,1
898,zhuxing0824,58,0,,,1,1,wolfDistractor,0
899,zhuxing0824,59,1,1.0,0.0,1,1,wolfDistractor,1
900,zhuxing0824,60,1,0.0,1.0,3,1,wolfDistractor,0
901,zhuxing0824,61,0,,,1,1,masterWolf,1
902,zhuxing0824,62,0,,,1,1,wolfDistractor,1
903,zhuxing0824,63,1,0.0,1.0,1,1,wolfDistractor,0
904,zhuxing0824,64,0,,,1,1,masterWolf,0
905,zhuxing0824,65,1,0.0,1.0,1,1,masterDistractor,0
906,zhuxing0824,66,1,0.0,1.0,1,1,wolfDistractor,0
907,zhuxing0824,67,0,,,3,1,wolfDistractor,1
908,zhuxing0824,68,0,,,1,1,masterWolf,1
909,zhuxing0824,69,0,,,1,1,masterDistractor,1
910,zhuxing0824,70,0,,,1,1,masterDistractor,0
911,zhuxing0824,71,0,,,1,1,masterWolf,1
912,zhuxing0824,72,1,0.0,1.0,1,1,wolfDistractor,1
913,zhuxing0824,73,0,,,3,1,masterDistractor,0
914,zhuxing0824,74,0,,,3,1,masterDistractor,0
915,zhuxing0824,75,0,,,3,1,masterWolf,1
916,zhuxing0824,76,1,0.0,1.0,3,1,masterWolf,0
917,zhuxing0824,77,1,1.0,3.0,3,1,masterDistractor,1
918,zhuxing0824,78,1,1.0,0.0,1,1,wolfDistractor,0
919,zhuxing0824,79,0,,,3,1,masterWolf,1
920,zhuxing0824,80,0,,,3,1,masterDistractor,1
921,zhuxing0824,81,1,3.0,0.0,1,1,masterDistractor,0
922,zhuxing0824,82,1,0.0,1.0,3,1,masterDistractor,0
923,zhuxing0824,83,0,,,1,1,masterDistractor,1
924,zhuxing0824,84,0,,,1,1,wolfDistractor,0
925,zhuxing0824,85,1,2.0,3.0,3,1,masterWolf,0
926,zhuxing0824,86,0,,,3,1,wolfDistractor,0
927,zhuxing0824,87,0,,,3,1,masterDistractor,0
928,zhuxing0824,88,0,,,1,1,masterWolf,0
929,zhuxing0824,89,1,0.0,1.0,3,1,masterWolf,0
930,zhuxing0824,90,0,,,3,1,masterWolf,0
931,zhuxing0824,91,0,,,1,1,masterWolf,0
932,zhuxing0824,92,1,2.0,0.0,1,1,masterDistractor,1
933,zhuxing0824,93,1,0.0,1.0,1,1,masterDistractor,1
934,zhuxing0824,94,0,,,3,1,masterDistractor,1
935,zhuxing0824,95,1,0.0,1.0,3,1,masterWolf,0
936,zhuxing0824,96,0,,,3,1,masterWolf,1
937,zhuxing0824,97,0,,,3,1,masterWolf,1
938,zhuxing0824,98,0,,,1,1,masterWolf,0
939,zhuxing0824,99,0,,,1,1,wolfDistractor,0
940,zhuxing0824,100,1,0.0,2.0,3,1,masterDistractor,0
941,zhuxing0824,101,0,,,3,1,masterDistractor,1
942,zhuxing0824,102,1,0.0,1.0,1,1,wolfDistractor,1
943,zhuxing0824,103,1,0.0,1.0,1,1,masterDistractor,0
944,zhuxing0824,104,1,2.0,0.0,3,1,wolfDistractor,1
945,zhuxing0824,105,0,,,1,1,masterWolf,1
946,zhuxing0824,106,0,,,1,1,masterWolf,1
947,zhuxing0824,107,0,,,3,1,wolfDistractor,0
948,zhuxing0824,108,1,0.0,1.0,3,1,wolfDistractor,0
949,zhuxing0824,109,0,,,1,1,masterWolf,0
950,zhuxing0824,110,1,1.0,3.0,3,1,masterDistractor,1
951,zhuxing0824,111,1,0.0,1.0,3,1,masterWolf,0
952,zhuxing0824,112,1,2.0,3.0,3,1,wolfDistractor,1
953,zhuxing0824,113,1,3.0,1.0,3,1,wolfDistractor,1
954,zhuxing0824,114,1,0.0,1.0,3,1,masterDistractor,0
955,zhuxing0824,115,0,,,1,1,masterDistractor,0
956,zhuxing0824,116,0,,,1,1,masterDistractor,1
957,zhuxing0824,117,0,,,3,1,masterWolf,0
958,zhuxing0824,118,1,0.0,2.0,3,1,wolfDistractor,1
959,zhuxing0824,119,0,,,1,1,masterDistractor,1
