,ID,trial,system_time,launch_ori,launch_speed,true_pos,straight_pos,click_pos,prediction_error,score,reaction_time,ID_Index
32,1,33,2024-04-20 10:06:00,180,534.4444444444445,"[-136.47916666666666, -71.3318626680516]","[-136.47916666666666, -62.99999999999997]","[-140, -62]",9.9739625132886,98,815,1 2024-04-20 10_03_57
33,1,34,2024-04-20 10:06:04,135,534.4444444444445,"[-136.47916666666666, 137.3721814692579]","[-136.47916666666663, 167.47916666666666]","[-125, 163]",28.081245520912336,95,1605,1 2024-04-20 10_03_57
34,1,35,2024-04-20 10:06:08,90,267.22222222222223,"[94.00000000000004, -293.47916666666663]","[94.00000000000001, 167.47916666666666]","[119, -286]",26.094787487691388,95,1858,1 2024-04-20 10_03_57
35,1,36,2024-04-20 10:06:12,0,534.4444444444445,"[324.47916666666663, -71.33186266805163]","[324.47916666666663, -63.0]","[323, -69]",2.761433962714032,99,1328,1 2024-04-20 10_03_57
36,1,37,2024-04-20 10:06:15,315,267.22222222222223,"[274.13604909950885, -293.47916666666663]","[324.4791666666665, -293.47916666666663]","[247, -296]",27.25288537798153,95,1233,1 2024-04-20 10_03_57
37,1,38,2024-04-20 10:06:18,225,534.4444444444445,"[-114.82905249449112, -293.47916666666663]","[-136.47916666666666, -293.4791666666666]","[-108, -302]",10.919732536420502,98,1551,1 2024-04-20 10_03_57
38,1,39,2024-04-20 10:06:21,90,534.4444444444445,"[94.00000000000001, 167.47916666666666]","[94.00000000000001, 167.47916666666666]","[90, 161]",7.614433708060267,98,1167,1 2024-04-20 10_03_57
39,1,40,2024-04-20 10:06:25,135,534.4444444444445,"[-136.47916666666666, 137.3721814692579]","[-136.47916666666663, 167.47916666666666]","[-134, 141]",4.394011225874015,99,1474,1 2024-04-20 10_03_57
40,1,41,2024-04-20 10:06:28,90,534.4444444444445,"[94.00000000000001, 167.47916666666666]","[94.00000000000001, 167.47916666666666]","[90, 162]",6.783897652611743,98,1311,1 2024-04-20 10_03_57
41,1,42,2024-04-20 10:06:31,45,534.4444444444445,"[324.47916666666663, 137.3721814692579]","[324.47916666666663, 167.47916666666666]","[324, 120]",17.37878849906609,97,1361,1 2024-04-20 10_03_57
42,1,43,2024-04-20 10:06:35,315,534.4444444444445,"[302.82905249449095, -293.47916666666663]","[324.4791666666665, -293.47916666666663]","[306, -298]",5.52203242569909,99,664,1 2024-04-20 10_03_57
43,1,44,2024-04-20 10:06:40,45,267.22222222222223,"[324.47916666666663, 47.0512258770316]","[324.47916666666663, 167.47916666666666]","[319, -208]",255.11007249565367,60,2098,1 2024-04-20 10_03_57
44,1,45,2024-04-20 10:06:43,0,534.4444444444445,"[324.47916666666663, -71.33186266805163]","[324.47916666666663, -63.0]","[328, -63]",9.045230946768788,98,681,1 2024-04-20 10_03_57
45,1,46,2024-04-20 10:06:46,45,267.22222222222223,"[324.47916666666663, 47.0512258770316]","[324.47916666666663, 167.47916666666666]","[261, -295]",347.891715516013,60,1603,1 2024-04-20 10_03_57
46,1,47,2024-04-20 10:06:49,180,534.4444444444445,"[-136.47916666666666, -71.3318626680516]","[-136.47916666666666, -62.99999999999997]","[-134, -66]",5.880053305206797,99,784,1 2024-04-20 10_03_57
47,1,48,2024-04-20 10:06:53,135,534.4444444444445,"[-136.47916666666666, 137.3721814692579]","[-136.47916666666663, 167.47916666666666]","[-117, 162]",31.40011750950849,94,1497,1 2024-04-20 10_03_57
48,1,1,2024-04-20 13:41:13,270,534.4444444444445,"[93.99999999999996, -293.47916666666663]","[93.99999999999996, -293.47916666666663]","[92, -303]",9.72863132003221,98,288,1 2024-04-20 13_41_11
49,1,2,2024-04-20 13:41:16,315,267.22222222222223,"[274.13604909950885, -293.47916666666663]","[324.4791666666665, -293.47916666666663]","[320, -284]",46.8332850961483,92,370,1 2024-04-20 13_41_11
50,1,3,2024-04-20 13:41:18,0,534.4444444444445,"[324.47916666666663, -71.33186266805163]","[324.47916666666663, -63.0]","[315, -57]",17.18304071549432,97,250,1 2024-04-20 13_41_11
51,1,4,2024-04-20 13:41:22,135,267.22222222222223,"[-136.47916666666666, 47.05122587703157]","[-136.47916666666663, 167.47916666666666]","[-127, 167]",120.32274520761791,79,1173,1 2024-04-20 13_41_11
52,1,5,2024-04-20 13:41:24,45,267.22222222222223,"[324.47916666666663, 47.0512258770316]","[324.47916666666663, 167.47916666666666]","[320, 161]",114.03677502523055,81,85,1 2024-04-20 13_41_11
53,1,6,2024-04-20 13:41:27,315,534.4444444444445,"[302.82905249449095, -293.47916666666663]","[324.4791666666665, -293.47916666666663]","[318, -249]",46.99525418141729,92,488,1 2024-04-20 13_41_11
54,1,7,2024-04-20 13:41:30,45,534.4444444444445,"[324.47916666666663, 137.3721814692579]","[324.47916666666663, 167.47916666666666]","[315, 161]",25.458366192985043,95,516,1 2024-04-20 13_41_11
55,1,8,2024-04-20 13:41:33,225,267.22222222222223,"[-86.13604909950897, -293.47916666666663]","[-136.47916666666666, -293.4791666666666]","[-129, -273]",47.50488979211315,92,403,1 2024-04-20 13_41_11
56,1,9,2024-04-20 13:41:35,270,534.4444444444445,"[93.99999999999996, -293.47916666666663]","[93.99999999999996, -293.47916666666663]","[97, -292]",3.3448369209541324,99,268,1 2024-04-20 13_41_11
57,1,10,2024-04-20 13:41:37,135,534.4444444444445,"[-136.47916666666666, 137.3721814692579]","[-136.47916666666663, 167.47916666666666]","[-114, 164]",34.84757744426304,94,382,1 2024-04-20 13_41_11
58,1,11,2024-04-20 13:41:40,0,534.4444444444445,"[324.47916666666663, -71.33186266805163]","[324.47916666666663, -63.0]","[325, -71]",0.6175760613539804,99,297,1 2024-04-20 13_41_11
59,1,12,2024-04-20 13:41:42,0,534.4444444444445,"[324.47916666666663, -71.33186266805163]","[324.47916666666663, -63.0]","[319, -65]",8.373395500522866,98,382,1 2024-04-20 13_41_11
60,1,13,2024-04-20 13:41:45,135,534.4444444444445,"[-136.47916666666666, 137.3721814692579]","[-136.47916666666663, 167.47916666666666]","[-126, 165]",29.5484228140081,95,272,1 2024-04-20 13_41_11
61,1,14,2024-04-20 13:41:48,225,534.4444444444445,"[-114.82905249449112, -293.47916666666663]","[-136.47916666666666, -293.4791666666666]","[-137, -275]",28.86226799796706,95,1004,1 2024-04-20 13_41_11
62,1,15,2024-04-20 13:41:51,225,267.22222222222223,"[-86.13604909950897, -293.47916666666663]","[-136.47916666666666, -293.4791666666666]","[-139, -261]",62.04428718399975,89,351,1 2024-04-20 13_41_11
63,1,16,2024-04-20 13:41:53,135,267.22222222222223,"[-136.47916666666666, 47.05122587703157]","[-136.47916666666663, 167.47916666666666]","[-129, 167]",120.18172218615724,80,403,1 2024-04-20 13_41_11
64,1,17,2024-04-20 13:41:55,180,534.4444444444445,"[-136.47916666666666, -71.3318626680516]","[-136.47916666666666, -62.99999999999997]","[-129, -57]",16.166020585279135,97,203,1 2024-04-20 13_41_11
65,1,18,2024-04-20 13:41:59,225,534.4444444444445,"[-114.82905249449112, -293.47916666666663]","[-136.47916666666666, -293.4791666666666]","[-134, -284]",21.38644030579705,96,1052,1 2024-04-20 13_41_11
66,1,19,2024-04-20 13:42:02,90,534.4444444444445,"[94.00000000000001, 167.47916666666666]","[94.00000000000001, 167.47916666666666]","[91, 168]",3.0448755904160034,99,365,1 2024-04-20 13_41_11
67,1,20,2024-04-20 13:42:04,0,267.22222222222223,"[324.47916666666663, -96.3274506722065]","[324.47916666666663, -63.0]","[332, -50]",46.93394954415732,92,302,1 2024-04-20 13_41_11
68,1,21,2024-04-20 13:42:07,315,534.4444444444445,"[302.82905249449095, -293.47916666666663]","[324.4791666666665, -293.47916666666663]","[322, -277]",25.280193082465967,95,438,1 2024-04-20 13_41_11
69,1,22,2024-04-20 13:42:10,135,267.22222222222223,"[-136.47916666666666, 47.05122587703157]","[-136.47916666666663, 167.47916666666666]","[-122, 166]",119.82677969768726,80,255,1 2024-04-20 13_41_11
70,1,23,2024-04-20 13:42:13,45,534.4444444444445,"[324.47916666666663, 137.3721814692579]","[324.47916666666663, 167.47916666666666]","[315, 159]",23.61391824948065,96,583,1 2024-04-20 13_41_11
71,1,24,2024-04-20 13:42:17,225,267.22222222222223,"[-86.13604909950897, -293.47916666666663]","[-136.47916666666666, -293.4791666666666]","[-122, -291]",35.94953743171033,94,977,1 2024-04-20 13_41_11
72,1,25,2024-04-20 13:42:19,180,534.4444444444445,"[-136.47916666666666, -71.3318626680516]","[-136.47916666666666, -62.99999999999997]","[-130, -57]",15.728378436136872,97,386,1 2024-04-20 13_41_11
73,1,26,2024-04-20 13:42:22,45,267.22222222222223,"[324.47916666666663, 47.0512258770316]","[324.47916666666663, 167.47916666666666]","[315, 153]",106.37197628536484,82,386,1 2024-04-20 13_41_11
74,1,27,2024-04-20 13:42:26,225,534.4444444444445,"[-114.82905249449112, -293.47916666666663]","[-136.47916666666666, -293.4791666666666]","[-136, -272]",30.158972445616502,94,1344,1 2024-04-20 13_41_11
75,1,28,2024-04-20 13:42:29,180,534.4444444444445,"[-136.47916666666666, -71.3318626680516]","[-136.47916666666666, -62.99999999999997]","[-130, -61]",12.19536743546182,97,421,1 2024-04-20 13_41_11
76,1,29,2024-04-20 13:42:32,270,267.22222222222223,"[93.99999999999996, -293.47916666666663]","[93.99999999999996, -293.47916666666663]","[104, -296]",10.312836694840342,98,1499,1 2024-04-20 13_41_11
77,1,30,2024-04-20 13:42:36,180,267.22222222222223,"[-136.47916666666666, -96.32745067220647]","[-136.47916666666666, -62.99999999999997]","[-130, -65]",31.99044804803417,94,634,1 2024-04-20 13_41_11
78,1,31,2024-04-20 13:42:39,180,267.22222222222223,"[-136.47916666666666, -96.32745067220647]","[-136.47916666666666, -62.99999999999997]","[-129, -65]",32.20787325557692,94,699,1 2024-04-20 13_41_11
79,1,32,2024-04-20 13:42:42,90,267.22222222222223,"[94.00000000000004, -293.47916666666663]","[94.00000000000001, 167.47916666666666]","[88, 164]",457.5185110288192,60,549,1 2024-04-20 13_41_11
80,1,33,2024-04-20 13:42:46,90,267.22222222222223,"[94.00000000000004, -293.47916666666663]","[94.00000000000001, 167.47916666666666]","[98, 163]",456.49669177409646,60,589,1 2024-04-20 13_41_11
81,1,34,2024-04-20 13:42:48,0,267.22222222222223,"[324.47916666666663, -96.3274506722065]","[324.47916666666663, -63.0]","[319, -62]",34.761978324224884,94,418,1 2024-04-20 13_41_11
82,1,35,2024-04-20 13:42:52,270,267.22222222222223,"[93.99999999999996, -293.47916666666663]","[93.99999999999996, -293.47916666666663]","[95, -292]",1.7854786550888115,99,1351,1 2024-04-20 13_41_11
83,1,36,2024-04-20 13:42:56,90,267.22222222222223,"[94.00000000000004, -293.47916666666663]","[94.00000000000001, 167.47916666666666]","[99, 163]",456.50654935136953,60,554,1 2024-04-20 13_41_11
84,1,37,2024-04-20 13:42:58,135,534.4444444444445,"[-136.47916666666666, 137.3721814692579]","[-136.47916666666663, 167.47916666666666]","[-89, 160]",52.59552679478842,91,661,1 2024-04-20 13_41_11
85,1,38,2024-04-20 13:43:01,90,534.4444444444445,"[94.00000000000001, 167.47916666666666]","[94.00000000000001, 167.47916666666666]","[82, 168]",12.011297488660892,98,630,1 2024-04-20 13_41_11
86,1,39,2024-04-20 13:43:04,315,267.22222222222223,"[274.13604909950885, -293.47916666666663]","[324.4791666666665, -293.47916666666663]","[322, -238]",73.27274888955921,87,419,1 2024-04-20 13_41_11
87,1,40,2024-04-20 13:43:07,315,534.4444444444445,"[302.82905249449095, -293.47916666666663]","[324.4791666666665, -293.47916666666663]","[318, -268]",29.65376168789868,95,449,1 2024-04-20 13_41_11
88,1,41,2024-04-20 13:43:10,90,534.4444444444445,"[94.00000000000001, 167.47916666666666]","[94.00000000000001, 167.47916666666666]","[66, 167]",28.004099712264367,95,657,1 2024-04-20 13_41_11
89,1,42,2024-04-20 13:43:13,315,267.22222222222223,"[274.13604909950885, -293.47916666666663]","[324.4791666666665, -293.47916666666663]","[324, -288]",50.16407944702766,91,727,1 2024-04-20 13_41_11
90,1,43,2024-04-20 13:43:17,45,267.22222222222223,"[324.47916666666663, 47.0512258770316]","[324.47916666666663, 167.47916666666666]","[315, 153]",106.37197628536484,82,680,1 2024-04-20 13_41_11
91,1,44,2024-04-20 13:43:20,0,267.22222222222223,"[324.47916666666663, -96.3274506722065]","[324.47916666666663, -63.0]","[319, -69]",27.87132626200249,95,1037,1 2024-04-20 13_41_11
92,1,45,2024-04-20 13:43:23,270,534.4444444444445,"[93.99999999999996, -293.47916666666663]","[93.99999999999996, -293.47916666666663]","[67, -289]",27.36901412232044,95,387,1 2024-04-20 13_41_11
93,1,46,2024-04-20 13:43:26,45,534.4444444444445,"[324.47916666666663, 137.3721814692579]","[324.47916666666663, 167.47916666666666]","[304, 167]",36.016716927722534,94,809,1 2024-04-20 13_41_11
94,1,47,2024-04-20 13:43:28,270,267.22222222222223,"[93.99999999999996, -293.47916666666663]","[93.99999999999996, -293.47916666666663]","[77, -294]",17.007976580449235,97,317,1 2024-04-20 13_41_11
95,1,48,2024-04-20 13:43:32,180,267.22222222222223,"[-136.47916666666666, -96.32745067220647]","[-136.47916666666666, -62.99999999999997]","[-139, -32]",64.3768243289431,89,1506,1 2024-04-20 13_41_11
96,1,1,2024-04-20 16:13:55,0,267.22222222222223,"[324.47916666666663, -96.3274506722065]","[324.47916666666663, -63.0]","[327, -69]",27.44347210059842,95,1108,1 2024-04-20 16_13_52
97,1,2,2024-04-20 16:13:59,270,534.4444444444445,"[93.99999999999996, -293.47916666666663]","[93.99999999999996, -293.47916666666663]","[90, -300]",7.649919434942519,98,963,1 2024-04-20 16_13_52
98,1,3,2024-04-20 16:14:02,315,534.4444444444445,"[302.82905249449095, -293.47916666666663]","[324.4791666666665, -293.47916666666663]","[320, -295]",17.238166151442133,97,995,1 2024-04-20 16_13_52
99,1,4,2024-04-20 16:14:06,0,267.22222222222223,"[324.47916666666663, -96.3274506722065]","[324.47916666666663, -63.0]","[327, -59]",37.41247351326097,93,937,1 2024-04-20 16_13_52
100,1,5,2024-04-20 16:14:10,45,267.22222222222223,"[324.47916666666663, 47.0512258770316]","[324.47916666666663, 167.47916666666666]","[325, 168]",120.94989553203402,79,1131,1 2024-04-20 16_13_52
101,1,6,2024-04-20 16:14:13,225,267.22222222222223,"[-86.13604909950897, -293.47916666666663]","[-136.47916666666666, -293.4791666666666]","[-144, -263]",65.40043130216252,89,1259,1 2024-04-20 16_13_52
102,1,7,2024-04-20 16:14:16,135,534.4444444444445,"[-136.47916666666666, 137.3721814692579]","[-136.47916666666663, 167.47916666666666]","[-114, 176]",44.6925194912048,92,1296,1 2024-04-20 16_13_52
103,1,8,2024-04-20 16:14:20,90,534.4444444444445,"[94.00000000000001, 167.47916666666666]","[94.00000000000001, 167.47916666666666]","[91, 166]",3.34483692095412,99,1057,1 2024-04-20 16_13_52
104,1,9,2024-04-20 16:14:24,135,267.22222222222223,"[-136.47916666666666, 47.05122587703157]","[-136.47916666666663, 167.47916666666666]","[-135, 168]",120.9578186636838,79,1337,1 2024-04-20 16_13_52
105,1,10,2024-04-20 16:14:27,225,534.4444444444445,"[-114.82905249449112, -293.47916666666663]","[-136.47916666666666, -293.4791666666666]","[-139, -254]",46.29081230663928,92,1378,1 2024-04-20 16_13_52
106,1,11,2024-04-20 16:14:32,0,534.4444444444445,"[324.47916666666663, -71.33186266805163]","[324.47916666666663, -63.0]","[328, -64]",8.133417334938649,98,2212,1 2024-04-20 16_13_52
107,1,12,2024-04-20 16:14:35,315,267.22222222222223,"[274.13604909950885, -293.47916666666663]","[324.4791666666665, -293.47916666666663]","[322, -260]",58.41072158858397,90,1024,1 2024-04-20 16_13_52
108,1,13,2024-04-20 16:14:39,180,534.4444444444445,"[-136.47916666666666, -71.3318626680516]","[-136.47916666666666, -62.99999999999997]","[-141, -61]",11.27764692740716,98,1027,1 2024-04-20 16_13_52
109,1,14,2024-04-20 16:14:42,270,267.22222222222223,"[93.99999999999996, -293.47916666666663]","[93.99999999999996, -293.47916666666663]","[106, -294]",12.011297488660922,98,768,1 2024-04-20 16_13_52
110,1,15,2024-04-20 16:14:46,225,534.4444444444445,"[-114.82905249449112, -293.47916666666663]","[-136.47916666666666, -293.4791666666666]","[-146, -265]",42.22192442818027,92,1127,1 2024-04-20 16_13_52
111,1,16,2024-04-20 16:14:50,45,267.22222222222223,"[324.47916666666663, 47.0512258770316]","[324.47916666666663, 167.47916666666666]","[298, 168]",123.81337661662386,79,1243,1 2024-04-20 16_13_52
112,1,17,2024-04-20 16:14:53,90,534.4444444444445,"[94.00000000000001, 167.47916666666666]","[94.00000000000001, 167.47916666666666]","[87, 169]",7.16330468623093,98,703,1 2024-04-20 16_13_52
113,1,18,2024-04-20 16:14:57,270,267.22222222222223,"[93.99999999999996, -293.47916666666663]","[93.99999999999996, -293.47916666666663]","[97, -295]",3.36347053321092,99,917,1 2024-04-20 16_13_52
114,1,19,2024-04-20 16:15:00,90,267.22222222222223,"[94.00000000000004, -293.47916666666663]","[94.00000000000001, 167.47916666666666]","[98, 169]",462.4964644196693,60,786,1 2024-04-20 16_13_52
115,1,20,2024-04-20 16:15:03,315,267.22222222222223,"[274.13604909950885, -293.47916666666663]","[324.4791666666665, -293.47916666666663]","[328, -246]",71.80248236636133,88,1127,1 2024-04-20 16_13_52
116,1,21,2024-04-20 16:15:07,135,267.22222222222223,"[-136.47916666666666, 47.05122587703157]","[-136.47916666666663, 167.47916666666666]","[-96, 176]",135.1530587217474,77,1128,1 2024-04-20 16_13_52
117,1,22,2024-04-20 16:15:10,0,534.4444444444445,"[324.47916666666663, -71.33186266805163]","[324.47916666666663, -63.0]","[325, -65]",6.3532473750183085,98,976,1 2024-04-20 16_13_52
118,1,23,2024-04-20 16:15:15,315,534.4444444444445,"[302.82905249449095, -293.47916666666663]","[324.4791666666665, -293.47916666666663]","[291, -290]",12.330088548419544,97,2936,1 2024-04-20 16_13_52
119,1,24,2024-04-20 16:15:19,180,534.4444444444445,"[-136.47916666666666, -71.3318626680516]","[-136.47916666666666, -62.99999999999997]","[-146, -67]",10.45998573306725,98,1374,1 2024-04-20 16_13_52
120,1,25,2024-04-20 16:15:22,315,534.4444444444445,"[302.82905249449095, -293.47916666666663]","[324.4791666666665, -293.47916666666663]","[292, -296]",11.118587078531398,98,1276,1 2024-04-20 16_13_52
121,1,26,2024-04-20 16:15:26,225,534.4444444444445,"[-114.82905249449112, -293.47916666666663]","[-136.47916666666666, -293.4791666666666]","[-100, -298]",15.502862055509349,97,1422,1 2024-04-20 16_13_52
122,1,27,2024-04-20 16:15:29,270,534.4444444444445,"[93.99999999999996, -293.47916666666663]","[93.99999999999996, -293.47916666666663]","[88, -296]",6.508041233308538,98,1261,1 2024-04-20 16_13_52
123,1,28,2024-04-20 16:15:33,225,267.22222222222223,"[-86.13604909950897, -293.47916666666663]","[-136.47916666666666, -293.4791666666666]","[-96, -293]",9.875582416330811,98,1204,1 2024-04-20 16_13_52
124,1,29,2024-04-20 16:15:36,315,267.22222222222223,"[274.13604909950885, -293.47916666666663]","[324.4791666666665, -293.47916666666663]","[291, -291]",17.045207752775767,97,1279,1 2024-04-20 16_13_52
125,1,30,2024-04-20 16:15:39,135,534.4444444444445,"[-136.47916666666666, 137.3721814692579]","[-136.47916666666663, 167.47916666666666]","[-81, 168]",63.371927554555626,89,1109,1 2024-04-20 16_13_52
126,1,31,2024-04-20 16:15:43,270,534.4444444444445,"[93.99999999999996, -293.47916666666663]","[93.99999999999996, -293.47916666666663]","[92, -289]",4.90539845759519,99,1800,1 2024-04-20 16_13_52
127,1,32,2024-04-20 16:15:47,45,534.4444444444445,"[324.47916666666663, 137.3721814692579]","[324.47916666666663, 167.47916666666666]","[325, 134]",3.412165767180354,99,1060,1 2024-04-20 16_13_52
128,1,33,2024-04-20 16:15:51,180,534.4444444444445,"[-136.47916666666666, -71.3318626680516]","[-136.47916666666666, -62.99999999999997]","[-139, -59]",12.58687560747818,97,1160,1 2024-04-20 16_13_52
129,1,34,2024-04-20 16:15:54,90,267.22222222222223,"[94.00000000000004, -293.47916666666663]","[94.00000000000001, 167.47916666666666]","[84, 164]",457.58844820868,60,783,1 2024-04-20 16_13_52
130,1,35,2024-04-20 16:15:58,135,534.4444444444445,"[-136.47916666666666, 137.3721814692579]","[-136.47916666666663, 167.47916666666666]","[-131, 138]",5.515017993502305,99,1139,1 2024-04-20 16_13_52
131,1,36,2024-04-20 16:16:02,90,267.22222222222223,"[94.00000000000004, -293.47916666666663]","[94.00000000000001, 167.47916666666666]","[91, 166]",459.48896025986784,60,902,1 2024-04-20 16_13_52
132,1,37,2024-04-20 16:16:06,90,534.4444444444445,"[94.00000000000001, 167.47916666666666]","[94.00000000000001, 167.47916666666666]","[131, 169]",37.03124267463592,93,1209,1 2024-04-20 16_13_52
133,1,38,2024-04-20 16:16:09,45,534.4444444444445,"[324.47916666666663, 137.3721814692579]","[324.47916666666663, 167.47916666666666]","[333, 127]",13.423365789758616,97,1174,1 2024-04-20 16_13_52
134,1,39,2024-04-20 16:16:12,225,267.22222222222223,"[-86.13604909950897, -293.47916666666663]","[-136.47916666666666, -293.4791666666666]","[-102, -298]",16.495540979336457,97,847,1 2024-04-20 16_13_52
135,1,40,2024-04-20 16:16:16,45,534.4444444444445,"[324.47916666666663, 137.3721814692579]","[324.47916666666663, 167.47916666666666]","[330, 138]",5.55641582335124,99,1033,1 2024-04-20 16_13_52
136,1,41,2024-04-20 16:16:20,45,267.22222222222223,"[324.47916666666663, 47.0512258770316]","[324.47916666666663, 167.47916666666666]","[332, 129]",82.29316201413744,86,1099,1 2024-04-20 16_13_52
137,1,42,2024-04-20 16:16:23,180,267.22222222222223,"[-136.47916666666666, -96.32745067220647]","[-136.47916666666666, -62.99999999999997]","[-144, -59]",38.07757224028056,93,648,1 2024-04-20 16_13_52
138,1,43,2024-04-20 16:16:26,180,267.22222222222223,"[-136.47916666666666, -96.32745067220647]","[-136.47916666666666, -62.99999999999997]","[-136, -65]",31.33111498676633,94,898,1 2024-04-20 16_13_52
139,1,44,2024-04-20 16:16:30,0,534.4444444444445,"[324.47916666666663, -71.33186266805163]","[324.47916666666663, -63.0]","[329, -63]",9.47933908809314,98,1494,1 2024-04-20 16_13_52
140,1,45,2024-04-20 16:16:33,0,267.22222222222223,"[324.47916666666663, -96.3274506722065]","[324.47916666666663, -63.0]","[327, -70]",26.447859262933,95,1045,1 2024-04-20 16_13_52
141,1,46,2024-04-20 16:16:36,270,267.22222222222223,"[93.99999999999996, -293.47916666666663]","[93.99999999999996, -293.47916666666663]","[96, -292]",2.487555834102591,99,781,1 2024-04-20 16_13_52
142,1,47,2024-04-20 16:16:39,135,267.22222222222223,"[-136.47916666666666, 47.05122587703157]","[-136.47916666666663, 167.47916666666666]","[-145, 126]",79.40726374969694,86,982,1 2024-04-20 16_13_52
143,1,48,2024-04-20 16:16:42,180,267.22222222222223,"[-136.47916666666666, -96.32745067220647]","[-136.47916666666666, -62.99999999999997]","[-139, -64]",32.42558662011201,94,714,1 2024-04-20 16_13_52
144,1,1,2024-04-26 19:14:22,225,534.4444444444445,"[-114.82905249449112, -293.47916666666663]","[-136.47916666666666, -293.4791666666666]","[-141, -293]",26.17533369473149,95,820,1 2024-04-26 19_14_19
145,1,2,2024-04-26 19:14:25,45,267.22222222222223,"[324.47916666666663, 47.0512258770316]","[324.47916666666663, 167.47916666666666]","[318, 159]",112.13611206177002,81,503,1 2024-04-26 19_14_19
146,1,3,2024-04-26 19:14:28,90,534.4444444444445,"[94.00000000000001, 167.47916666666666]","[94.00000000000001, 167.47916666666666]","[84, 162]",11.40268684833146,98,786,1 2024-04-26 19_14_19
147,1,4,2024-04-26 19:14:32,90,267.22222222222223,"[94.00000000000004, -293.47916666666663]","[94.00000000000001, 167.47916666666666]","[86, 167]",460.5486542527594,60,601,1 2024-04-26 19_14_19
148,1,5,2024-04-26 19:14:35,45,267.22222222222223,"[324.47916666666663, 47.0512258770316]","[324.47916666666663, 167.47916666666666]","[323, 143]",95.96017501926612,84,1001,1 2024-04-26 19_14_19
149,1,6,2024-04-26 19:14:38,0,267.22222222222223,"[324.47916666666663, -96.3274506722065]","[324.47916666666663, -63.0]","[327, -65]",31.428709268978512,94,517,1 2024-04-26 19_14_19
150,1,7,2024-04-26 19:14:41,90,267.22222222222223,"[94.00000000000004, -293.47916666666663]","[94.00000000000001, 167.47916666666666]","[86, 163]",456.5492630600716,60,534,1 2024-04-26 19_14_19
151,1,8,2024-04-26 19:14:44,0,534.4444444444445,"[324.47916666666663, -71.33186266805163]","[324.47916666666663, -63.0]","[334, -63]",12.65172726865325,97,487,1 2024-04-26 19_14_19
152,1,9,2024-04-26 19:14:46,315,267.22222222222223,"[274.13604909950885, -293.47916666666663]","[324.4791666666665, -293.47916666666663]","[320, -293]",45.86645389494491,92,418,1 2024-04-26 19_14_19
153,1,10,2024-04-26 19:14:50,135,534.4444444444445,"[-136.47916666666666, 137.3721814692579]","[-136.47916666666663, 167.47916666666666]","[-131, 161]",24.25479490498304,95,980,1 2024-04-26 19_14_19
154,1,11,2024-04-26 19:14:53,315,267.22222222222223,"[274.13604909950885, -293.47916666666663]","[324.4791666666665, -293.47916666666663]","[320, -297]",45.99889411239985,92,433,1 2024-04-26 19_14_19
155,1,12,2024-04-26 19:14:56,135,534.4444444444445,"[-136.47916666666666, 137.3721814692579]","[-136.47916666666663, 167.47916666666666]","[-129, 164]",27.65824748124708,95,655,1 2024-04-26 19_14_19
156,1,13,2024-04-26 19:14:58,225,534.4444444444445,"[-114.82905249449112, -293.47916666666663]","[-136.47916666666666, -293.4791666666666]","[-130, -298]",15.830211061217224,97,570,1 2024-04-26 19_14_19
157,1,14,2024-04-26 19:15:01,270,534.4444444444445,"[93.99999999999996, -293.47916666666663]","[93.99999999999996, -293.47916666666663]","[104, -301]",12.512511100006233,97,501,1 2024-04-26 19_14_19
158,1,15,2024-04-26 19:15:03,270,267.22222222222223,"[93.99999999999996, -293.47916666666663]","[93.99999999999996, -293.47916666666663]","[85, -301]",11.72872260852722,98,236,1 2024-04-26 19_14_19
159,1,16,2024-04-26 19:15:07,0,534.4444444444445,"[324.47916666666663, -71.33186266805163]","[324.47916666666663, -63.0]","[320, -81]",10.655318554468057,98,571,1 2024-04-26 19_14_19
160,1,17,2024-04-26 19:15:10,315,267.22222222222223,"[274.13604909950885, -293.47916666666663]","[324.4791666666665, -293.47916666666663]","[325, -287]",51.274955893711095,91,482,1 2024-04-26 19_14_19
161,1,18,2024-04-26 19:15:16,90,534.4444444444445,"[94.00000000000001, 167.47916666666666]","[94.00000000000001, 167.47916666666666]","[92, 166]",2.4875558341025847,99,3827,1 2024-04-26 19_14_19
162,1,19,2024-04-26 19:15:19,270,534.4444444444445,"[93.99999999999996, -293.47916666666663]","[93.99999999999996, -293.47916666666663]","[102, -298]",9.189011591448711,98,714,1 2024-04-26 19_14_19
163,1,20,2024-04-26 19:15:23,135,267.22222222222223,"[-136.47916666666666, 47.05122587703157]","[-136.47916666666663, 167.47916666666666]","[-141, 150]",103.04798895393228,82,739,1 2024-04-26 19_14_19
164,1,21,2024-04-26 19:15:26,0,267.22222222222223,"[324.47916666666663, -96.3274506722065]","[324.47916666666663, -63.0]","[325, -58]",38.3309893218468,93,630,1 2024-04-26 19_14_19
165,1,22,2024-04-26 19:15:29,315,534.4444444444445,"[302.82905249449095, -293.47916666666663]","[324.4791666666665, -293.47916666666663]","[318, -287]",16.496582946457583,97,634,1 2024-04-26 19_14_19
166,1,23,2024-04-26 19:15:32,45,534.4444444444445,"[324.47916666666663, 137.3721814692579]","[324.47916666666663, 167.47916666666666]","[320, 146]",9.721223514928266,98,599,1 2024-04-26 19_14_19
