,Unnamed: 0,idNum,systemTime,trail,moveCondition,leapDirection,trajetoryIndex,chaseTheta,frogDisappearPos,frogPos,mousePos,predictError,predictScore,reactionTime,ID_Index
540,60,2,2024-04-20 11:06:47,61,2,-1,91,23.968050503481777,"(0.9674783412492811, 0.27644291085391104)","(0.328452350748418, 0.6081744038786034)","(0.5051010328656508, 0.4637432508894921)",0.4563556282002852,90,545,num_2_2024_04_20_11_00_16
541,61,2,2024-04-20 11:06:51,62,2,1,11,46.77117579911122,"(0.5294113920284148, 0.4190535245004139)","(1.0447050624625134, 0.9219177539009109)","(0.9726237856396192, 0.7262752582164127)",0.4169973457281358,91,333,num_2_2024_04_20_11_00_16
542,62,2,2024-04-20 11:06:55,63,2,-1,29,22.97771545817838,"(0.9612614525720992, 0.264122656194572)","(0.31477519565861845, 0.5810698436280577)","(0.39001850910590474, 0.4889175529619365)",0.2379378145107654,95,427,num_2_2024_04_20_11_00_16
543,63,2,2024-04-20 11:06:59,64,2,1,29,69.47917776254089,"(0.33107513857780024, 0.5537185930879063)","(0.6083653048711604, 1.2181809047933938)","(0.5482569792755556, 1.01757789648327)",0.4188296921135311,91,1061,num_2_2024_04_20_11_00_16
544,64,2,2024-04-20 11:07:04,65,2,-1,15,50.36237643574359,"(1.0769984828384447, 0.42552287421362234)","(0.5693966622445775, 0.936150323269969)","(0.6165872277579048, 0.7838165200962858)",0.3189516393613684,93,489,num_2_2024_04_20_11_00_16
545,65,2,2024-04-20 11:07:08,66,2,1,75,40.111272567109815,"(0.5221004478690794, 0.42641671157299)","(1.0286209853119754, 0.9381167654605778)","(0.8863118928198096, 0.7658348757588255)",0.4469135367166698,91,647,num_2_2024_04_20_11_00_16
546,66,2,2024-04-20 11:07:12,67,2,1,62,45.022824653356906,"(0.5676235731290322, 0.375936422622279)","(1.128771860883872, 0.8270601297690131)","(1.127265926941778, 0.7370642448188889)",0.1800169674780013,96,329,num_2_2024_04_20_11_00_16
547,67,2,2024-04-20 11:07:16,68,2,-1,11,41.77921153755136,"(1.0738752716299274, 0.42239521288898674)","(0.5625255975858403, 0.9292694683557701)","(0.6921101339752381, 0.8305687953736826)",0.3257850513352148,93,389,num_2_2024_04_20_11_00_16
548,68,2,2024-04-20 11:07:20,69,2,-1,79,50.81189974543662,"(1.086837817067968, 0.43508276292544434)","(0.5910431975495295, 0.9571820784359776)","(0.6777248185052699, 0.8449541108436508)",0.2836111430915153,94,675,num_2_2024_04_20_11_00_16
549,69,2,2024-04-20 11:07:24,70,2,1,15,81.87427170237795,"(0.18875434400559574, 0.5933992470673823)","(0.29525955681231103, 1.3054783435482413)","(0.35765154929847615, 1.0067889098807936)",0.6102725244052016,87,500,num_2_2024_04_20_11_00_16
550,70,2,2024-04-20 11:07:29,71,2,1,91,59.66048595934216,"(0.35502915671077084, 0.5431023192984845)","(0.6610641447636957, 1.194825102456666)","(0.6057982411554286, 1.0319632119532383)",0.3439669488772942,93,836,num_2_2024_04_20_11_00_16
551,71,2,2024-04-20 11:07:33,72,2,1,89,31.246335293476392,"(0.6205667278796716, 0.29834590968312535)","(1.2452468013352787, 0.6563610013028756)","(1.191999846556635, 0.5248808416368571)",0.2837059786398631,94,311,num_2_2024_04_20_11_00_16
552,72,2,2024-04-20 11:07:37,73,2,-1,91,23.968050503481777,"(0.9674783412492811, 0.27644291085391104)","(0.328452350748418, 0.6081744038786034)","(0.4367707843833016, 0.5104955261668889)",0.2917125037850436,94,347,num_2_2024_04_20_11_00_16
553,73,2,2024-04-20 11:07:41,74,2,-1,89,69.84257089987196,"(1.240575997779107, 0.5410168084927627)","(0.9292671951140352, 1.1902369786840779)","(1.026568718652, 1.028366883085746)",0.3777274908280953,92,640,num_2_2024_04_20_11_00_16
554,74,2,2024-04-20 11:07:45,75,2,1,98,45.67868666103417,"(0.4964077777364934, 0.45040079235056285)","(0.9720971110202856, 0.9908817431712391)","(0.9294678392297143, 0.8629357551811112)",0.2697215649974199,94,439,num_2_2024_04_20_11_00_16
555,75,2,2024-04-20 11:07:49,76,2,-1,55,76.65445900091717,"(1.3715356870442825, 0.5860861031425466)","(1.217378511497422, 1.2893894269136021)","(1.191999846556635, 1.2729172460752065)",0.0605114658804276,98,2181,num_2_2024_04_20_11_00_16
556,76,2,2024-04-20 11:07:55,77,2,1,91,59.66048595934216,"(0.35502915671077084, 0.5431023192984845)","(0.6610641447636957, 1.194825102456666)","(0.6057982411554286, 1.0463485274232065)",0.3168571503709823,93,716,num_2_2024_04_20_11_00_16
557,77,2,2024-04-20 11:07:59,78,2,1,83,72.62349534692366,"(0.32991028844891196, 0.5542032652965319)","(0.6058026345876067, 1.21924718365237)","(0.5266790060706031, 1.0535411851581906)",0.3672548244837622,92,659,num_2_2024_04_20_11_00_16
558,78,2,2024-04-20 11:08:03,79,2,-1,63,38.935959095123,"(1.0052830019556491, 0.3394924032227904)","(0.41162260430242814, 0.746883287090139)","(0.5410643215405714, 0.6615413386015556)",0.3100864804107876,93,1036,num_2_2024_04_20_11_00_16
559,79,2,2024-04-20 11:08:08,80,2,-1,83,19.459891928577548,"(0.9320669727264751, 0.19352538988962187)","(0.2505473399982453, 0.42575585775716807)","(0.3612478781659682, 0.3918166735396509)",0.2315726873011931,95,689,num_2_2024_04_20_11_00_16
560,80,2,2024-04-20 11:08:14,81,3,-1,75,0.0,"(1.1516137872711383, 0.0)","(0.7335503319965037, 0.0)","(0.7712293690600636, -0.039742790559397)",0.1095298906323788,97,263,num_2_2024_04_20_11_00_16
561,81,2,2024-04-20 11:08:18,82,3,-1,98,0.0,"(1.2305933411915781, 0.0)","(0.9073053506214716, 0.0)","(1.019376060917016, -0.018164817354444418)",0.2270665514396003,95,279,num_2_2024_04_20_11_00_16
562,82,2,2024-04-20 11:08:21,83,3,1,12,0.0,"(0.38636945694331387, 0.0)","(0.7300128052752899, 0.0)","(0.6453578586978412, -0.0073758307519682376)",0.1699513207870108,96,109,num_2_2024_04_20_11_00_16
563,83,2,2024-04-20 11:08:25,84,3,-1,11,0.0,"(1.171867567218756, 0.0)","(0.7781086478812635, 0.0)","(0.7856146845300318, -0.0073758307519682376)",0.0210469442394217,99,569,num_2_2024_04_20_11_00_16
564,84,2,2024-04-20 11:08:29,85,3,1,19,0.0,"(0.6125819139726774, 0.0)","(1.2276802107398896, 0.0)","(1.1740182022191747, -0.0073758307519682376)",0.1083330796711504,97,477,num_2_2024_04_20_11_00_16
565,85,2,2024-04-20 11:08:33,86,3,1,94,0.0,"(0.6516315293582556, 0.0)","(1.3135893645881636, 0.0)","(1.3394493301238097, -0.014568488486952358)",0.0593625698331624,98,430,num_2_2024_04_20_11_00_16
566,86,2,2024-04-20 11:08:37,87,3,1,91,0.0,"(0.4910937681054086, 0.0)","(0.960406289831899, 0.0)","(0.9510458124346667, -0.00018317301698411725)",0.018724538921773,99,185,num_2_2024_04_20_11_00_16
567,87,2,2024-04-20 11:08:41,88,3,-1,89,0.0,"(0.9611227727941767, 0.0)","(0.3144701001471887, 0.0)","(0.42238546891333334, -0.0217611462219367)",0.2201751511940028,95,385,num_2_2024_04_20_11_00_16
568,88,2,2024-04-20 11:08:45,89,3,-1,79,0.0,"(1.020398325901402, 0.0)","(0.4448763169830853, 0.0)","(0.5086973617331428, -0.010972159619460298)",0.1295146947601509,97,329,num_2_2024_04_20_11_00_16
569,89,2,2024-04-20 11:08:49,90,3,-1,62,0.0,"(1.2425505338802778, 0.0)","(0.9336111745366129, 0.0)","(0.8503486041448889, -0.014568488486952358)",0.1690549790456496,96,428,num_2_2024_04_20_11_00_16
570,90,2,2024-04-20 11:08:53,91,3,1,98,0.0,"(0.6021281189553045, 0.0)","(1.2046818617016701, 0.0)","(1.1560365578817144, -0.010972159619460298)",0.0997347255563619,98,657,num_2_2024_04_20_11_00_16
571,91,2,2024-04-20 11:08:57,92,3,1,15,0.0,"(0.6159460921414763, 0.0)","(1.235081402711247, 0.0)","(1.1740182022191747, -0.0037795018844761774)",0.1223601093302839,97,951,num_2_2024_04_20_11_00_16
572,92,2,2024-04-20 11:09:02,93,3,1,83,0.0,"(0.5900662494833634, 0.0)","(1.1781457488633995, 0.0)","(1.2567337661714921, 0.028587457922952364)",0.1672521355907139,96,1310,num_2_2024_04_20_11_00_16
573,93,2,2024-04-20 11:09:07,94,3,1,62,0.0,"(0.596350532076954, 0.0)","(1.1919711705692984, 0.0)","(1.2998897125813969, 0.003413155850507943)",0.2159450054331141,95,237,num_2_2024_04_20_11_00_16
574,94,2,2024-04-20 11:09:11,95,3,1,63,0.0,"(0.38233596710385176, 0.0)","(0.7211391276284742, 0.0)","(0.8035963288674921, -0.0217611462219367)",0.170560693256851,96,462,num_2_2024_04_20_11_00_16
575,95,2,2024-04-20 11:09:15,96,3,1,79,0.0,"(0.5619516056911887, 0.0)","(1.116293532520616, 0.0)","(1.134458584676762, -0.00018317301698411725)",0.0363319513480714,99,363,num_2_2024_04_20_11_00_16
576,96,2,2024-04-20 11:09:19,97,3,1,29,0.0,"(0.22780145332108434, 0.0)","(0.3811631973063851, 0.0)","(0.42238546891333334, -0.0037795018844761774)",0.0827903451117766,98,1145,num_2_2024_04_20_11_00_16
577,97,2,2024-04-20 11:09:23,98,3,-1,91,0.0,"(0.951649752728269, 0.0)","(0.2936294560021923, 0.0)","(0.27133965647866665, -0.0037795018844761774)",0.0452159174315295,99,617,num_2_2024_04_20_11_00_16
578,98,2,2024-04-20 11:09:28,99,3,-1,83,0.0,"(1.0217048814193879, 0.0)","(0.44775073912265284, 0.0)","(0.28932130081612695, -0.0217611462219367)",0.3198339219470868,93,630,num_2_2024_04_20_11_00_16
579,99,2,2024-04-20 11:09:32,100,3,-1,22,0.0,"(1.019727142465489, 0.0)","(0.44339971342407547, 0.0)","(0.41519281117834916, -0.039742790559397)",0.0974703798237814,98,931,num_2_2024_04_20_11_00_16
580,100,2,2024-04-20 11:09:36,101,3,1,93,0.0,"(0.6372662224240806, 0.0)","(1.2819856893329773, 0.0)","(1.184807188821651, 0.010605813585492063)",0.1955110661158602,96,926,num_2_2024_04_20_11_00_16
581,101,2,2024-04-20 11:09:41,102,3,1,92,0.0,"(0.6020068475998331, 0.0)","(1.2044150647196337, 0.0)","(1.2351557929665398, -0.0073758307519682376)",0.0632264265139763,98,957,num_2_2024_04_20_11_00_16
582,102,2,2024-04-20 11:09:45,103,3,1,10,0.0,"(0.628912374226224, 0.0)","(1.2636072232976938, 0.0)","(1.1128806114718097, 0.010605813585492063)",0.3021985757366897,93,876,num_2_2024_04_20_11_00_16
583,103,2,2024-04-20 11:09:50,104,3,-1,63,0.0,"(1.3263599155645878, 0.0)","(1.1179918142420928, 0.0)","(1.080513651664381, 0.014202142452984123)",0.0801576826126168,98,1873,num_2_2024_04_20_11_00_16
584,104,2,2024-04-20 11:09:55,105,3,1,75,0.0,"(0.6065439012652178, 0.0)","(1.214396582783479, 0.0)","(1.1524402290142224, 0.003413155850507943)",0.1241005947647495,97,428,num_2_2024_04_20_11_00_16
585,105,2,2024-04-20 11:09:59,106,3,-1,29,0.0,"(1.2658874465253913, 0.0)","(0.9849523823558597, 0.0)","(0.9582384701696509, 0.007009484718000003)",0.0552364365361977,98,998,num_2_2024_04_20_11_00_16
586,106,2,2024-04-20 11:10:04,107,3,-1,55,0.0,"(1.0285234547748863, 0.0)","(0.46275160050474956, 0.0)","(0.4835230596606984, -0.00018317301698411725)",0.0415445335909023,99,650,num_2_2024_04_20_11_00_16
587,107,2,2024-04-20 11:10:08,108,3,-1,94,0.0,"(1.1154842875544864, 0.0)","(0.65406543261987, 0.0)","(0.6022019122879365, 0.014202142452984123)",0.1075458151947482,97,1158,num_2_2024_04_20_11_00_16
588,108,2,2024-04-20 11:10:13,109,3,-1,19,0.0,"(1.0915796108682123, 0.0)","(0.6014751439100676, 0.0)","(0.634568872095365, -0.014568488486952358)",0.0723169607214466,98,658,num_2_2024_04_20_11_00_16
589,109,2,2024-04-20 11:10:17,110,3,1,89,0.0,"(0.6472520253524676, 0.0)","(1.303954455775428, 0.0)","(1.3358530012563177, 0.017798471320476184)",0.0730562190410154,98,1570,num_2_2024_04_20_11_00_16
590,110,2,2024-04-20 11:10:22,111,3,1,11,0.0,"(0.4948117139615359, 0.0)","(0.9685857707153793, 0.0)","(0.9582384701696509, -0.0073758307519682376)",0.0254141305470253,99,1272,num_2_2024_04_20_11_00_16
591,111,2,2024-04-20 11:10:27,112,3,-1,93,0.0,"(1.2224354278668148, 0.0)","(0.8893579413069921, 0.0)","(0.8071926577349842, -0.0037795018844761774)",0.1645043277116226,96,810,num_2_2024_04_20_11_00_16
592,112,2,2024-04-20 11:10:32,113,3,-1,12,0.0,"(1.2782950419005166, 0.0)","(1.0122490921811373, 0.0)","(0.8863118928198096, 0.003413155850507943)",0.2519668852514922,94,890,num_2_2024_04_20_11_00_16
593,113,2,2024-04-20 11:10:36,114,3,-1,10,0.0,"(1.3848559326056797, 0.0)","(1.2466830517324947, 0.0)","(1.188403517689143, 0.007009484718000003)",0.1173990964926403,97,588,num_2_2024_04_20_11_00_16
594,114,2,2024-04-20 11:10:40,115,3,1,55,0.0,"(0.243431528435392, 0.0)","(0.41554936255786257, 0.0)","(0.4259817977808254, -0.0037795018844761774)",0.0221919209782366,99,698,num_2_2024_04_20_11_00_16
595,115,2,2024-04-20 11:10:45,116,3,1,22,0.0,"(0.6214315911004902, 0.0)","(1.2471495004210789, 0.0)","(1.3322566723888256, -0.0217611462219367)",0.1756903890967303,96,1253,num_2_2024_04_20_11_00_16
596,116,2,2024-04-20 11:10:49,117,3,-1,15,0.0,"(1.198616118527788, 0.0)","(0.8369554607611331, 0.0)","(0.8143853154699683, 0.007009484718000003)",0.0472670851428842,99,1195,num_2_2024_04_20_11_00_16
597,117,2,2024-04-20 11:10:54,118,3,-1,92,0.0,"(1.0435131207018635, 0.0)","(0.49572886554409995, 0.0)","(0.4439634421182857, 0.014202142452984123)",0.1073566004064713,97,1124,num_2_2024_04_20_11_00_16
598,118,2,2024-04-20 11:10:59,119,3,1,91,0.0,"(0.4910937681054086, 0.0)","(0.960406289831899, 0.0)","(0.8827155639523175, -0.014568488486952358)",0.1580897181285454,96,672,num_2_2024_04_20_11_00_16
599,119,2,2024-04-20 11:11:03,120,3,-1,91,0.0,"(0.951649752728269, 0.0)","(0.2936294560021923, 0.0)","(0.3756331936359365, 0.017798471320476184)",0.1678260833988539,96,1278,num_2_2024_04_20_11_00_16
600,0,2,2024-04-20 14:36:44,1,1,1,3,61.44979311712311,"(0.5965313429769343, 0.46400818644608677)","(1.1923689545492562, 0.5797546180931596)","(1.2423484507015239, 0.4817248952269524)",0.2200706850160642,95,1145,num_2_2024_04_20_14_34_38
601,1,2,2024-04-20 14:36:49,2,1,-1,67,80.85429295725957,"(1.3428522307681918, 0.611724651361335)","(1.1542749076900212, 0.963817426872804)","(0.7568440535900953, 0.9240733459284762)",0.7988263284612139,84,1840,num_2_2024_04_20_14_34_38
602,2,2,2024-04-20 14:36:54,3,1,-1,63,56.9857071573431,"(0.9939753147931735, 0.44471135993749056)","(0.3867456925449821, 0.529582869170808)","(0.3828258513709206, 0.6975046272764762)",0.335935005619411,93,1844,num_2_2024_04_20_14_34_38
603,3,2,2024-04-20 14:37:00,4,1,-1,5,66.42518619697222,"(1.0383750221123114, 0.5225049670716606)","(0.4844250486470855, 0.7318462477196506)","(0.47273407305822224, 0.8089908221687302)",0.156050815789588,96,1728,num_2_2024_04_20_14_34_38
604,4,2,2024-04-20 14:37:05,5,1,1,93,51.99529632608538,"(0.6215434202193408, 0.4075084976837413)","(1.2473955244825508, 0.4328554273110594)","(1.1740182022191747, 0.7082936138789524)",0.5700892072030579,88,2097,num_2_2024_04_20_14_34_38
605,5,2,2024-04-20 14:37:11,6,1,-1,7,57.34686110381446,"(0.9713553772019858, 0.3886597615003702)","(0.33698182984436975, 0.38384871323429604)","(0.32168826062355554, 0.5716331169142539)",0.3768122902716906,92,1630,num_2_2024_04_20_14_34_38
606,6,2,2024-04-20 14:37:16,7,1,1,81,61.44621954381921,"(0.548962811676178, 0.5387001155666717)","(1.0877181856875906, 0.7739536338066793)","(1.0085870743145398, 0.8089908221687302)",0.1730819153516856,96,1698,num_2_2024_04_20_14_34_38
607,7,2,2024-04-20 14:37:21,8,1,1,81,61.44621954381921,"(0.548962811676178, 0.5387001155666717)","(1.0877181856875906, 0.7739536338066793)","(1.0301650475194921, 0.9276696747959683)",0.3282741840012219,93,1384,num_2_2024_04_20_14_34_38
608,8,2,2024-04-20 14:37:26,9,1,1,9,65.93461664145046,"(0.5292024718998627, 0.5609119525682733)","(1.0442454381796982, 0.8317044100108432)","(1.1452475712792383, 0.8557430974461271)",0.2076467132826184,95,1380,num_2_2024_04_20_14_34_38
609,9,2,2024-04-20 14:37:31,10,1,-1,52,56.68481524281256,"(0.9844186691528156, 0.42277028136448336)","(0.3657210721361945, 0.47253606488099087)","(0.519486348335619, 0.7910091778312699)",0.7073015872650831,85,1026,num_2_2024_04_20_14_34_38
610,10,2,2024-04-20 14:37:36,11,1,1,81,61.44621954381921,"(0.548962811676178, 0.5387001155666717)","(1.0877181856875906, 0.7739536338066793)","(1.1596328867492065, 0.8809173995185715)",0.2577826324952878,94,1500,num_2_2024_04_20_14_34_38
611,11,2,2024-04-20 14:37:41,12,1,-1,63,56.9857071573431,"(0.9939753147931735, 0.44471135993749056)","(0.3867456925449821, 0.529582869170808)","(0.46554141532323806, 0.7658348757588255)",0.4980914636691234,90,1223,num_2_2024_04_20_14_34_38
612,12,2,2024-04-20 14:37:46,13,1,1,63,64.06940240817947,"(0.5306275608723855, 0.5594492423168431)","(1.0473806339192482, 0.8279013633571255)","(0.8827155639523175, 0.8089908221687302)",0.331494759145614,93,1353,num_2_2024_04_20_14_34_38
613,13,2,2024-04-20 14:37:50,14,1,-1,3,72.42958579264217,"(1.2119678887663685, 0.6312852318791656)","(0.866329355286011, 1.0146749362191638)","(0.8323669598074286, 0.9672292923383811)",0.1166967596791906,97,808,num_2_2024_04_20_14_34_38
614,14,2,2024-04-20 14:37:55,15,1,-1,54,65.68245468685109,"(1.076426972221249, 0.5669780049272077)","(0.5681393388867475, 0.8474761461440737)","(0.6453578586978412, 0.9456513191334286)",0.2498084417573275,95,1188,num_2_2024_04_20_14_34_38
615,15,2,2024-04-20 14:38:00,16,1,-1,81,49.42563293929207,"(0.9422442919362872, 0.28802568268250406)","(0.27293744225983124, 0.12220010830784367)","(0.47273407305822224, 0.6399633653966031)",1.1099504206396775,77,1287,num_2_2024_04_20_14_34_38
616,16,2,2024-04-20 14:38:05,17,1,1,67,66.51087834087802,"(0.47563667950839034, 0.6028764042827119)","(0.9264006949184588, 0.9408119844683841)","(0.8251743020724445, 0.9420549902659365)",0.2024680485610346,95,1130,num_2_2024_04_20_14_34_38
617,17,2,2024-04-20 14:38:09,18,1,-1,52,56.68481524281256,"(0.9844186691528156, 0.42277028136448336)","(0.3657210721361945, 0.47253606488099087)","(0.7028991205777143, 0.7586422180238414)",0.8844111424377965,82,1192,num_2_2024_04_20_14_34_38
618,18,2,2024-04-20 14:38:14,19,1,1,83,81.9674445914322,"(0.22955599621755268, 0.6001064545993848)","(0.38502319167861615, 0.9336101152917339)","(0.6273762143603809, 1.1794126955204127)",0.690373510644967,86,1049,num_2_2024_04_20_14_34_38
619,19,2,2024-04-20 14:38:19,20,1,1,21,59.0258664529936,"(0.5932380059225977, 0.47038948335520225)","(1.185123613029714, 0.5963459900568597)","(1.2351557929665398, 0.8449541108436508)",0.5071852393371503,89,1532,num_2_2024_04_20_14_34_38
620,20,2,2024-04-20 14:38:24,21,1,-1,34,80.39310878288612,"(1.2724723053946816, 0.6296325788259983)","(0.9994390718682994, 1.0103780382809293)","(0.8503486041448889, 1.0319632119532383)",0.3012898092431873,93,1255,num_2_2024_04_20_14_34_38
621,21,2,2024-04-20 14:38:29,22,1,-1,83,49.346439263513936,"(0.9625697080876819, 0.3624693284059557)","(0.31765335779289977, 0.3157535871888173)","(0.350458891563492, 0.4097983178771112)",0.199204562359472,96,1207,num_2_2024_04_20_14_34_38
622,22,2,2024-04-20 14:38:33,23,1,1,46,49.893678224366994,"(0.6289509304921937, 0.3874713487613064)","(1.2636920470828255, 0.3807588401127291)","(1.1632292156166986, 0.575229445781746)",0.4377743572913593,91,1250,num_2_2024_04_20_14_34_38
623,23,2,2024-04-20 14:38:38,24,1,-1,46,64.0029484345599,"(1.0211304158341594, 0.4962896414411555)","(0.4464869148351499, 0.663686401080337)","(0.5051010328656508, 0.7262752582164127)",0.1714990363832237,96,2127,num_2_2024_04_20_14_34_38
624,24,2,2024-04-20 14:38:44,25,1,1,57,63.07130098617032,"(0.5422502264549146, 0.5467277281625573)","(1.0729504982008118, 0.7948254265559814)","(0.9942017588445715, 0.8125871510362223)",0.1614539291155102,96,924,num_2_2024_04_20_14_34_38
625,25,2,2024-04-20 14:38:48,26,1,1,7,74.63171003840182,"(0.44243312985217964, 0.618421396004907)","(0.8533528856747958, 0.9812289629460915)","(0.8215779732049524, 0.9600366346033969)",0.0763874294121954,98,1417,num_2_2024_04_20_14_34_38
626,26,2,2024-04-20 14:38:53,27,1,-1,57,77.83059270551009,"(1.350202468204239, 0.6090073651827164)","(1.170445430049327, 0.9567524828083965)","(1.2855043971114286, 1.1218714336405398)",0.402506317094803,91,1521,num_2_2024_04_20_14_34_38
627,27,2,2024-04-20 14:38:59,28,1,-1,9,81.1630860339602,"(1.388904331571649, 0.5923489774120043)","(1.2555895294576283, 0.9134406746045441)","(1.1596328867492065, 1.0966971315680953)",0.4137178086508029,91,1715,num_2_2024_04_20_14_34_38
628,28,2,2024-04-20 14:39:04,29,1,1,54,42.38896205067013,"(0.6656587374107164, 0.25142955633917574)","(1.3444492223035756, 0.02705017981519009)","(1.2891007259789207, 0.6183853921916508)",1.187839702050263,76,1426,num_2_2024_04_20_14_34_38
629,29,2,2024-04-20 14:39:09,30,1,1,17,59.504466055933925,"(0.6142885540878685, 0.4255224899414922)","(1.2314348189933113, 0.4796918071812135)","(1.2711190816414604, 0.8269724665061905)",0.699081388804245,86,1720,num_2_2024_04_20_14_34_38
630,30,2,2024-04-20 14:39:14,31,1,1,52,55.4341537043324,"(0.6054342248450124, 0.4456248071529896)","(1.2119552946590277, 0.531957831931106)","(1.2387521218340318, 0.7802201912287937)",0.4994087263582855,90,1131,num_2_2024_04_20_14_34_38
631,31,2,2024-04-20 14:39:19,32,1,-1,21,70.81877675700807,"(1.134606579759221, 0.608959630952582)","(0.6961344754702856, 0.956628373810047)","(0.630972543227873, 1.028366883085746)",0.1938297307088293,96,952,num_2_2024_04_20_14_34_38
632,32,2,2024-04-20 14:39:23,33,1,-1,81,49.42563293929207,"(0.9422442919362872, 0.28802568268250406)","(0.27293744225983124, 0.12220010830784367)","(0.5338716638055873, 0.5464588148418095)",0.9961568511907416,80,1378,num_2_2024_04_20_14_34_38
633,33,2,2024-04-20 14:39:28,34,1,-1,81,49.42563293929207,"(0.9422442919362872, 0.28802568268250406)","(0.27293744225983124, 0.12220010830784367)","(0.5590459658780318, 0.5896147612517142)",1.096055737768158,78,1461,num_2_2024_04_20_14_34_38
634,34,2,2024-04-20 14:39:33,35,1,1,63,64.06940240817947,"(0.5306275608723855, 0.5594492423168431)","(1.0473806339192482, 0.8279013633571255)","(0.9582384701696509, 0.9312660036634604)",0.2729877229738949,94,868,num_2_2024_04_20_14_34_38
635,35,2,2024-04-20 14:39:38,36,1,-1,93,63.2442592212238,"(1.071327826601209, 0.5619301371230958)","(0.5569212185226592, 0.8343516898533823)","(0.6165872277579048, 1.028366883085746)",0.4059651603921294,91,950,num_2_2024_04_20_14_34_38
636,36,2,2024-04-20 14:39:42,37,1,1,52,55.4341537043324,"(0.6054342248450124, 0.4456248071529896)","(1.2119552946590277, 0.531957831931106)","(1.2567337661714921, 0.8017981644337461)",0.5470609346540034,89,1232,num_2_2024_04_20_14_34_38
637,37,2,2024-04-20 14:39:47,38,1,-1,17,68.90328768490626,"(1.100330016864757, 0.5874654688191232)","(0.620726037102467, 0.9007435522630538)","(0.5986055834204445, 0.9564403057359049)",0.1198572954561223,97,959,num_2_2024_04_20_14_34_38
638,38,2,2024-04-20 14:39:52,39,1,1,5,83.22423768688348,"(0.2504156760829152, 0.608578706380457)","(0.43091448738241295, 0.9556379699225224)","(0.630972543227873, 1.2765135749426986)",0.7562655078892051,84,953,num_2_2024_04_20_14_34_38
639,39,2,2024-04-20 14:39:56,40,1,1,34,67.63205540590391,"(0.48610116032357054, 0.5964697756804085)","(0.9494225527118558, 0.9241547501023957)","(0.8827155639523175, 0.9600366346033969)",0.1514903559268162,96,1076,num_2_2024_04_20_14_34_38
640,40,2,2024-04-20 14:40:11,41,2,1,17,71.26315428333292,"(0.2444716377110067, 0.5823469291557222)","(0.4178376029642142, 1.2811632441425893)","(0.6561468453003175, 1.24414661513527)",0.482334016241331,90,1547,num_2_2024_04_20_14_34_38
641,41,2,2024-04-20 14:40:16,42,2,1,21,56.718122846560334,"(0.3671980431095558, 0.5372198858553396)","(0.6878356948410228, 1.1818837488817473)","(0.7856146845300318, 1.1182751047730477)",0.2332962959838885,95,978,num_2_2024_04_20_14_34_38
642,42,2,2024-04-20 14:40:21,43,2,1,63,36.61382614629181,"(0.5861000686037888, 0.3517196657899473)","(1.1694201509283353, 0.7737832647378835)","(1.3754126187987303, 0.7514495602888572)",0.4143992817259808,91,902,num_2_2024_04_20_14_34_38
643,43,2,2024-04-20 14:40:25,44,2,-1,63,31.699015447275485,"(1.012262324457495, 0.3494452172464151)","(0.42697711380648856, 0.7687794779421131)","(0.5051010328656508, 0.9852109366758414)",0.4601996221587847,90,925,num_2_2024_04_20_14_34_38
644,44,2,2024-04-20 14:40:30,45,2,1,46,59.33035541089106,"(0.4213889377941298, 0.5066647320107855)","(0.8070556631470852, 1.1146624104237284)","(0.9942017588445715, 1.1218714336405398)",0.3745697860241972,92,583,num_2_2024_04_20_14_34_38
645,45,2,2024-04-20 14:40:34,46,2,-1,81,63.87106002018852,"(1.2350556918212068, 0.5383349455159498)","(0.9171225220066547, 1.1843368801350902)","(0.9402568258321905, 1.136256749110508)",0.1067126049318109,97,477,num_2_2024_04_20_14_34_38
646,46,2,2024-04-20 14:40:38,47,2,-1,3,68.7622577050205,"(1.2271547786516859, 0.5343739188876917)","(0.899740513033709, 1.1756226215529217)","(0.9042935371572699, 1.136256749110508)",0.0792565944719331,98,724,num_2_2024_04_20_14_34_38
647,47,2,2024-04-20 14:40:42,48,2,-1,52,77.8974534768179,"(1.361510620638431, 0.5837985027422115)","(1.1953233654045485, 1.284356706032865)","(1.2639264239064762, 1.2045869975928571)",0.210424200323278,95,844,num_2_2024_04_20_14_34_38
648,48,2,2024-04-20 14:40:47,49,2,-1,46,60.475778337033205,"(1.2690086677573216, 0.5537535592921758)","(0.9918190690661074, 1.2182578304427858)","(1.0121834031820318, 1.1074861181705715)",0.2252561061876301,95,915,num_2_2024_04_20_14_34_38
649,49,2,2024-04-20 14:40:51,50,2,-1,9,48.20812107092021,"(1.119556512500604, 0.46396417191341066)","(0.663024327501328, 1.0207211782095036)","(0.7532477247226033, 0.9456513191334286)",0.2347402406733858,95,888,num_2_2024_04_20_14_34_38
650,50,2,2024-04-20 14:40:56,51,2,-1,93,22.13179823603724,"(0.9560623749337862, 0.2532426899978102)","(0.30333722485432923, 0.557133917995182)","(0.17783510592387297, 0.5320734993718412)",0.2559594220778869,94,805,num_2_2024_04_20_14_34_38
651,51,2,2024-04-20 14:41:00,52,2,-1,57,36.56813279096178,"(1.0230138786922236, 0.3639838459049567)","(0.45063053312289114, 0.8007644609909047)","(0.23178003893625393, 0.7190826004814286)",0.4671936007353904,90,666,num_2_2024_04_20_14_34_38
