,Unnamed: 0,idNum,systemTime,trail,moveCondition,leapDirection,trajetoryIndex,chaseTheta,frogDisappearPos,frogPos,mousePos,predictError,predictScore,reactionTime,ID_Index
304,64,1,2024-04-20 16:23:09,65,2,1,43,50.94209488236408,"(0.46104343142811227, 0.47921565147917944)","(0.8942955491418471, 1.0542744332541942)","(0.6453578586978412, 1.0427521985557142)",0.498408409303224,90,973,num_1_2024_04_20_16_16_52
305,65,1,2024-04-20 16:23:14,66,2,-1,1,41.353377696211965,"(1.0854686977064663, 0.4337785142429571)","(0.5880311349542269, 0.9543127313345058)","(1.0049907454470477, 0.9384586613984445)",0.8345218231199526,83,798,num_1_2024_04_20_16_16_52
306,66,1,2024-04-20 16:23:18,67,2,-1,50,66.01118746184733,"(1.2364483090253755, 0.539018094487018)","(0.920186279855825, 1.1858398078714396)","(1.0085870743145398, 1.240550286267778)",0.2079224558078144,95,845,num_1_2024_04_20_16_16_52
307,67,1,2024-04-20 16:23:23,68,2,1,80,36.41814013436628,"(0.5704327890425173, 0.37241507890212855)","(1.1349521358935377, 0.8193131735846827)","(1.350238316726286, 0.6363670365291111)",0.5650395693085812,88,804,num_1_2024_04_20_16_16_52
308,68,1,2024-04-20 16:23:27,69,2,-1,60,60.65807166728351,"(1.1934668451501453, 0.5157881590127824)","(0.8256270593303204, 1.1347339498281206)","(0.9942017588445715, 1.075119158363143)",0.3576106971427606,92,996,num_1_2024_04_20_16_16_52
309,69,1,2024-04-20 16:23:32,70,2,-1,26,64.13254495397466,"(1.306728911916102, 0.5680196180686599)","(1.074803606215425, 1.249643159751052)","(1.0085870743145398, 1.474311662654762)",0.468446647096445,90,946,num_1_2024_04_20_16_16_52
310,70,1,2024-04-20 16:23:36,71,2,1,35,30.82453017412213,"(0.6176753768018133, 0.3033351352103819)","(1.2388858289639886, 0.6673372974628415)","(1.418568565208635, 0.7334679159513968)",0.3829315573626287,92,841,num_1_2024_04_20_16_16_52
311,71,1,2024-04-20 16:23:41,72,2,-1,43,32.232422590561555,"(1.0019411585903129, 0.3345704566958063)","(0.404270548898689, 0.7360550047307739)","(0.4367707843833016, 0.5716331169142539)",0.3352063394370909,93,1084,num_1_2024_04_20_16_16_52
312,72,1,2024-04-20 16:23:45,73,2,1,46,42.19743201045465,"(0.5641099847928243, 0.3802655940465882)","(1.121041966544213, 0.8365843069024936)","(0.9834127722420953, 0.9204770170609842)",0.3223648984736805,93,882,num_1_2024_04_20_16_16_52
313,73,1,2024-04-20 16:23:50,74,2,1,70,33.327526460153486,"(0.5703511221762654, 0.37251821682641006)","(1.1347724687877838, 0.819540077018102)","(1.2675227527739683, 0.5680367880467618)",0.5687760271383248,88,697,num_1_2024_04_20_16_16_52
314,74,1,2024-04-20 16:23:54,75,2,1,1,22.570919838889445,"(0.6546405919551601, 0.2288532581276259)","(1.320209302301352, 0.5034771678807772)","(1.3897979342686986, 0.629174378794127)",0.2873490318792249,94,894,num_1_2024_04_20_16_16_52
315,75,1,2024-04-20 16:23:58,76,2,-1,51,24.609536060492506,"(0.9461418801723531, 0.23074051031620835)","(0.2815121363791779, 0.5076291226956575)","(0.18862409252634915, 0.6004037478541905)",0.2625667135347611,94,938,num_1_2024_04_20_16_16_52
316,76,1,2024-04-20 16:24:03,77,2,1,52,44.48709407522055,"(0.5469313885312999, 0.40031529316962655)","(1.0832490547688594, 0.8806936449731789)","(1.3646236321962542, 0.7046972850114603)",0.6637661381607827,86,1203,num_1_2024_04_20_16_16_52
317,77,1,2024-04-20 16:24:08,78,2,1,60,49.3326609088341,"(0.5121291878733991, 0.436061386163477)","(1.0066842133214775, 0.9593350495596491)","(1.022972389784508, 1.0319632119532383)",0.1488644304749845,97,775,num_1_2024_04_20_16_16_52
318,78,1,2024-04-20 16:24:12,79,2,1,75,80.9952598833868,"(0.2103079225100276, 0.5897729751620717)","(0.3426774295220609, 1.2975005453565582)","(0.5518533081430477, 1.47071533378727)",0.5431681549132205,89,839,num_1_2024_04_20_16_16_52
319,79,1,2024-04-20 16:24:17,80,2,-1,46,24.68558817579614,"(0.9502173960495706, 0.24028959276981876)","(0.29047827130905407, 0.5286371040936009)","(0.39001850910590474, 0.6040000767216825)",0.249702515678113,95,426,num_1_2024_04_20_16_16_52
320,80,1,2024-04-20 16:24:38,81,3,-1,45,0.0,"(1.3218865549123189, 0.0)","(1.1081504208071016, 0.0)","(0.6777248185052699, 0.024991129055460304)",0.8623010046343706,82,468,num_1_2024_04_20_16_16_52
321,81,1,2024-04-20 16:24:42,82,3,-1,90,0.0,"(1.0932367501997404, 0.0)","(0.6051208504394295, 0.0)","(0.8611375907473652, 0.014202142452984123)",0.512820717866023,89,1367,num_1_2024_04_20_16_16_52
322,82,1,2024-04-20 16:24:47,83,3,1,72,0.0,"(0.34006789411768346, 0.0)","(0.6281493670589027, 0.0)","(1.019376060917016, 0.07533973320034915)",0.7968297217997071,84,831,num_1_2024_04_20_16_16_52
323,83,1,2024-04-20 16:24:51,84,3,1,51,0.0,"(0.6041115815407542, 0.0)","(1.20904547938966, 0.0)","(1.2279631352315556, 0.057358088862888845)",0.1207945041888159,97,605,num_1_2024_04_20_16_16_52
324,84,1,2024-04-20 16:24:55,85,3,-1,8,0.0,"(0.9559330366512935, 0.0)","(0.3030526806328459, 0.0)","(0.1634497904539047, 0.042972773392920605)",0.2921343950950851,94,872,num_1_2024_04_20_16_16_52
325,85,1,2024-04-20 16:25:00,86,3,1,45,0.0,"(0.5877182244813397, 0.0)","(1.172980093858946, 0.0)","(0.7928073422650159, 0.024991129055460304)",0.7619865552251346,84,1035,num_1_2024_04_20_16_16_52
326,86,1,2024-04-20 16:25:04,87,3,-1,1,0.0,"(1.2320090580985539, 0.0)","(0.9104199278168185, 0.0)","(0.8323669598074286, 0.014202142452984123)",0.1586690475843312,96,1110,num_1_2024_04_20_16_16_52
327,87,1,2024-04-20 16:25:09,88,3,1,3,0.0,"(0.40829781372339097, 0.0)","(0.7782551901914603, 0.0)","(0.8359632886749206, 0.042972773392920605)",0.1439011311096068,97,864,num_1_2024_04_20_16_16_52
328,88,1,2024-04-20 16:25:13,89,3,1,50,0.0,"(0.6336733613628328, 0.0)","(1.2740813949982321, 0.0)","(1.3358530012563177, 0.028587457922952364)",0.1361319079452062,97,906,num_1_2024_04_20_16_16_52
329,89,1,2024-04-20 16:25:18,90,3,-1,70,0.0,"(1.3427575548150494, 0.0)","(1.1540666205931087, 0.0)","(1.0625320073269207, 0.06814707546536503)",0.2282332957328773,95,1253,num_1_2024_04_20_16_16_52
330,90,1,2024-04-20 16:25:23,91,3,1,52,0.0,"(0.2565496300631484, 0.0)","(0.44440918613892655, 0.0)","(0.19581675026133327, 0.021394800187968244)",0.4990227916664264,90,1636,num_1_2024_04_20_16_16_52
331,91,1,2024-04-20 16:25:28,92,3,1,75,0.0,"(0.33494268879261707, 0.0)","(0.6168739153437578, 0.0)","(1.0661283361944127, 0.08253239093533327)",0.9135450294481604,81,1012,num_1_2024_04_20_16_16_52
332,92,1,2024-04-20 16:25:33,93,3,1,46,0.0,"(0.5779960583345845, 0.0)","(1.1515913283360864, 0.0)","(1.0121834031820318, -0.03255013282441288)",0.2863150763941389,94,1046,num_1_2024_04_20_16_16_52
333,93,1,2024-04-20 16:25:37,94,3,1,60,0.0,"(0.6235161966246651, 0.0)","(1.251735632574263, 0.0)","(1.4653208404860318, -0.0037795018844761774)",0.4272372908499832,91,969,num_1_2024_04_20_16_16_52
334,94,1,2024-04-20 16:25:42,95,3,1,27,0.0,"(0.3513352869081853, 0.0)","(0.652937631198008, 0.0)","(0.6669358319027937, -0.07210975036682554)",0.1469117520273631,97,972,num_1_2024_04_20_16_16_52
335,95,1,2024-04-20 16:25:46,96,3,-1,35,0.0,"(0.9948752106500899, 0.0)","(0.3887254634301977, 0.0)","(0.4115964823108571, -0.039742790559397)",0.091707642126217,98,972,num_1_2024_04_20_16_16_52
336,96,1,2024-04-20 16:25:51,97,3,-1,75,0.0,"(1.3339806778257142, 0.0)","(1.1347574912165717, 0.0)","(1.0013944165795556, -0.039742790559397)",0.2783177973330947,94,1081,num_1_2024_04_20_16_16_52
337,97,1,2024-04-20 16:25:55,98,3,-1,52,0.0,"(0.9467203723715113, 0.0)","(0.28278481921732557, 0.0)","(0.2605506698761904, -0.07930240810180966)",0.164720725200806,96,879,num_1_2024_04_20_16_16_52
338,98,1,2024-04-20 16:26:00,99,3,-1,46,0.0,"(1.0677312472908118, 0.0)","(0.5490087440397863, 0.0)","(0.6957064628427302, -0.11886202564422232)",0.3776156873978377,92,862,num_1_2024_04_20_16_16_52
339,99,1,2024-04-20 16:26:04,100,3,-1,27,0.0,"(1.055965803779465, 0.0)","(0.5231247683148226, 0.0)","(0.9222751814947302, -0.02535747508942876)",0.7999101296635815,84,875,num_1_2024_04_20_16_16_52
340,100,1,2024-04-20 16:26:09,101,3,1,8,0.0,"(0.6667071354251619, 0.0)","(1.346755697935356, 0.0)","(1.1668255444841906, -0.039742790559397)",0.3685341206586334,92,857,num_1_2024_04_20_16_16_52
341,101,1,2024-04-20 16:26:13,102,3,-1,80,0.0,"(0.9582909256049158, 0.0)","(0.3082400363308158, 0.0)","(0.123890172911492, -0.0037795018844761774)",0.3687772052457586,92,1026,num_1_2024_04_20_16_16_52
342,102,1,2024-04-20 16:26:18,103,3,-1,75,0.0,"(1.3339806778257142, 0.0)","(1.1347574912165717, 0.0)","(0.9762201145071112, 0.003413155850507943)",0.3171482268389797,93,868,num_1_2024_04_20_16_16_52
343,103,1,2024-04-20 16:26:22,104,3,1,26,0.0,"(0.26103468737881763, 0.0)","(0.4542763122333985, 0.0)","(0.8467522752773968, -0.0577244348968573)",0.7933964757962452,84,951,num_1_2024_04_20_16_16_52
344,104,1,2024-04-20 16:26:27,105,3,-1,72,0.0,"(1.060663382353777, 0.0)","(0.5334594411783083, 0.0)","(0.023192964621714204, -0.04693544829438112)",1.0248410870063238,79,889,num_1_2024_04_20_16_16_52
345,105,1,2024-04-20 16:26:31,106,3,1,70,0.0,"(0.6141199050895646, 0.0)","(1.231063791197042, 0.0)","(1.2243668063640636, -0.06851342149933348)",0.137679897318359,97,1021,num_1_2024_04_20_16_16_52
346,106,1,2024-04-20 16:26:36,107,3,-1,22,0.0,"(1.1186035388533613, 0.0)","(0.6609277854773951, 0.0)","(0.742458738120127, -0.05053177716187318)",0.1918411503506857,96,1328,num_1_2024_04_20_16_16_52
347,107,1,2024-04-20 16:26:41,108,3,1,90,0.0,"(0.642020199109694, 0.0)","(1.292444438041326, 0.0)","(1.2207704774965715, -0.02535747508942876)",0.1520547028287126,96,927,num_1_2024_04_20_16_16_52
348,108,1,2024-04-20 16:26:45,109,3,-1,3,0.0,"(0.9648704304167177, 0.0)","(0.3227149469167788, 0.0)","(0.8827155639523175, -0.0936877235717779)",1.1355669608230876,77,729,num_1_2024_04_20_16_16_52
349,109,1,2024-04-20 16:26:50,110,3,-1,26,0.0,"(1.2140452790925655, 0.0)","(0.8708996140036439, 0.0)","(0.6489541875653334, -0.10807303904174614)",0.4937187623925276,90,894,num_1_2024_04_20_16_16_52
350,110,1,2024-04-20 16:26:54,111,3,-1,60,0.0,"(1.2601692836927887, 0.0)","(0.9723724241241354, 0.0)","(0.8287706309399365, -0.04693544829438112)",0.3021550020258605,93,867,num_1_2024_04_20_16_16_52
351,111,1,2024-04-20 16:26:59,112,3,1,22,0.0,"(0.5218699523094957, 0.0)","(1.0281138950808906, 0.0)","(0.8359632886749206, -0.11526569677673026)",0.4481429968017222,91,756,num_1_2024_04_20_16_16_52
352,112,1,2024-04-20 16:27:03,113,3,1,43,0.0,"(0.4467294728556854, 0.0)","(0.8628048402825081, 0.0)","(0.42957812664831746, -0.039742790559397)",0.8700916613960374,82,1113,num_1_2024_04_20_16_16_52
353,113,1,2024-04-20 16:27:08,114,3,-1,43,0.0,"(1.2021572719587539, 0.0)","(0.8447459983092592, 0.0)","(1.1668255444841906, -0.018164817354444418)",0.6451827482311352,87,974,num_1_2024_04_20_16_16_52
354,114,1,2024-04-20 16:27:12,115,3,1,80,0.0,"(0.6109843456211245, 0.0)","(1.2241655603664754, 0.0)","(1.2279631352315556, -0.039742790559397)",0.0798476293024153,98,998,num_1_2024_04_20_16_16_52
355,115,1,2024-04-20 16:27:17,116,3,1,1,0.0,"(0.509287172161997, 0.0)","(1.0004317787563943, 0.0)","(1.1200732692067938, -0.06132076376434936)",0.268881552404297,94,1127,num_1_2024_04_20_16_16_52
356,116,1,2024-04-20 16:27:21,117,3,1,75,0.0,"(0.33494268879261707, 0.0)","(0.6168739153437578, 0.0)","(1.1128806114718097, -0.04693544829438112)",0.9964448382333267,80,1089,num_1_2024_04_20_16_16_52
